season,fbrefSeason,league,sourceFile,Player,Squad,ScreenshotSource,statType,Pos,90s,Gls,Sh,SoT,PK,PKatt,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,CS,CS%,Ast,CrdY,CrdR
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,andrew Robertson,Liverpool,true,shooting,DF,12.2,1,9,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Giorgi Mamardashvili,Liverpool,true,shooting,GK,8.6,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,alexander Isak,Liverpool,true,shooting,FW,7.8,3,17,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Joe Gomez,Liverpool,true,shooting,DF,6,0,3,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Rio Naumoha,Liverpool,true,shooting,MF,4.4,2,11,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Freddie Woodman,Liverpool,true,shooting,GK,2.4,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Federico Chiesa,Liverpool,true,shooting,MF,3.5,2,16,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Wataru Endo,Liverpool,true,shooting,DF,1.9,0,1,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Trev Nyoni,Liverpool,true,shooting,mF,0.2,0,1,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131609.png,Harvey Elliott,Liverpool,true,shooting,FWMF,0,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Micky vandeVen,Tottenham,true,standard,DF,31.8,4,,,0,8,33,33,2861,,,,,,,,1,1,0.13
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Jcualielmo Vicario,Tottenham,true,standard,Gk,0,0,,,1,0,31312790,31,0,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Pedro Porro,Tottenham,true,standard,or,29.1,1,,,0,0,32,30,2616,,,,,,,,2,9,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Died Spence,Tottenham,true,standard,DFMF,21.6,0,,,0,4,28,22,1943,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Cristian Romero,Tottenham,true,standard,DF,20.8,4,,,0,0,23,22,1868,,,,,,,,1,11,2
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Joo Palhinha,Tottenham,true,standard,mr,22.9,4,,,0,0,31,21,2061,,,,,,,,2,7,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Rodrigo Bentancur,Tottenham,true,standard,MF,19,1,,,0,9,24,21,1712,,,,,,,,1,7,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Randal Kolo Muani,Tottenham,true,standard,FWMF,17.5,1,,,0,0,28,20,1578,,,,,,,,1,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Xavi Simons,Tottenham,true,standard,mrrw,19.5,2,,,0,0,28,19,1755,,,,,,,,5,5,1
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Mohammed Kudus,Tottenham,true,standard,MRFW,17.1,2,,,0,0,19,19,1535,,,,,,,,5,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Richarlison,Tottenham,true,standard,FMF,20,10,,,0,0,30,18,1802,,,,,,,,4,5,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Archie Gray,Tottenham,true,standard,mrpr,16.3,2,,,0,0,23,18,1468,,,,,,,,2,12,12
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Kevin Danso,Tottenham,true,standard,pr,14.6,0,,,0,0,22,15,1314,,,,,,,,0,8,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Pape Matar Sarr,Tottenham,true,standard,MF,15.1,2,,,0,0,24,13,1357,,,,,,,,3,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Destiny Udogie,Tottenham,true,standard,DFMF,13.1,0,,,0,0,18,12,1182,,,,,,,,1,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,ConorGallasher,Tottenham,true,standard,MF,11.3,1,,,0,0,14,12,1013,,,,,,,,1,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Mathys Tel,Tottenham,true,standard,rw,14.3,4,,,0,0,28,11,1287,,,,,,,,1,1,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Dominic Solanke,Tottenham,true,standard,FW,11.1,3,,,0,0,15,11,1001,,,,,,,,0,1,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Lucas Bergvall,Tottenham,true,standard,mr,10.7,1,,,0,0,23,11,965,,,,,,,,3,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Wilson Odebert,Tottenham,true,standard,MFFW,10.9,0,,,0,0,24,10,985,,,,,,,,2,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Yves Bissouma,Tottenham,true,standard,MF,6.7,0,,,0,0,11,7,603,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Brennan Johnson,Tottenham,true,standard,MRFW,6.8,2,,,0,0,16,6,610,,,,,,,,0,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Radu Dr̩gusin,Tottenham,true,standard,oF,6.3,0,,,,0,,9,565.7,,,,,,,,0,,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Antonin Kinsky,Tottenham,true,standard,Ze cK,5,0,,,0,0,5,5,450,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Souza,Tottenham,true,standard,mr,1.6,0,,,0,0,4,2,144,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Ben Davies,Tottenham,true,standard,oF,4.9,1,,,0,0,3,2,437,,,,,,,,0,1,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Callum Olusesi,Tottenham,true,standard,mr,16.7,0,,,,0,,1,1502,,,,,,,,0,,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Dane Scarlett,Tottenham,true,standard,rw,8.9,0,,,,0,,2,801,,,,,,,,0,,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,James Maddison,Tottenham,true,standard,FWMF,0,0,,,0,0,1,6,1,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 131957.png,Junai Byfield,Tottenham,true,standard,oF,0,0,,,0,0,1,100,0,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132008.png,James Rowswell,Tottenham,true,standard,pr,0,0,,,0,0,1,0,1,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132220.png,Guslicimo Vicario HITA,Tottenham,true,goalkeeping,GK,31,,,,,,31,31,2790,50,1.61,131,63,634,7,226,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132220.png,Jantonin Kinsky Mya CZE,Tottenham,true,goalkeeping,GK,5,,,,,,5,5,450,5,100,11,7,636,1,200,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Micky van de Ven,Tottenham,true,shooting,DF,31.8,4,15,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,lcuslieimo Vicario,Tottenham,true,shooting,ck,31,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Pedro Porro,Tottenham,true,shooting,pr,29.1,1,30,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Died Spence,Tottenham,true,shooting,DFMF,21.6,0,12,7,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Cristian Romero,Tottenham,true,shooting,DF,20.8,4,17,6,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,ogo Palhinha,Tottenham,true,shooting,MF,22.7,4,28,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Rodrigo Bentancur,Tottenham,true,shooting,MF,19,1,13,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Randal Kolo Muani,Tottenham,true,shooting,FWMF,17.5,1,19,4,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Xavisimons,Tottenham,true,shooting,MFFW,19.5,2,42,10,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Mohammed Kudus,Tottenham,true,shooting,MRFW,17.1,2,26,9,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Richarlison,Tottenham,true,shooting,FWIMF,20,10,56,24,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,archie Gray,Tottenham,true,shooting,MRF,16.3,2,11,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Kevin Danco,Tottenham,true,shooting,DF,14.6,0,7,2,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,leone Matarsar,Tottenham,true,shooting,MF,15.1,2,16,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Destiny Udogie,Tottenham,true,shooting,DFMF,13.1,0,3,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Conor Gallagher,Tottenham,true,shooting,MF,11.3,1,9,3,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,loathys Tel,Tottenham,true,shooting,merw,13.2,4,31,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Dominic Solanke,Tottenham,true,shooting,FW,11.1,3,20,11,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Lucas Berovall,Tottenham,true,shooting,MF,10.7,1,12,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,wilson Odebert,Tottenham,true,shooting,MFFW,10.9,0,21,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,wes Bissoume,Tottenham,true,shooting,MF,6.7,0,5,2,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Brennan Johnson,Tottenham,true,shooting,MRFW,6.8,2,6,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Radu Orgousin,Tottenham,true,shooting,OF,5.7,0,4,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Jantonin Kinsky,Tottenham,true,shooting,GK,5,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Souza,Tottenham,true,shooting,mr,1.6,0,1,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Ben Davies,Tottenham,true,shooting,DF,1.5,1,2,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Callum Olusesi,Tottenham,true,shooting,MF,0.2,0,0,0,,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Dene Scariett,Tottenham,true,shooting,FW,,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,ames Maddison,Tottenham,true,shooting,FWMF,0.11,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,Junai Byfield,Tottenham,true,shooting,DF,0,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 132241.png,James Rowswell,Tottenham,true,shooting,DF,0,0,0,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,wis Diaz,Bayern Munich,true,standard,MF,26.2,15,,,0,0,31,26,2357,,,,,,,,13,7,1
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Harry Kane,Bayern Munich,true,standard,FWMF,25.4,33,,,10,11,30,24,2287,,,,,,,,5,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Michael Olise,Bayern Munich,true,standard,mr,25.4,15,,,0,0,31,23,2286,,,,,,,,19,8,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Joshua Kimmich,Bayern Munich,true,standard,MF,24.3,2,,,0,0,28,23,2190,,,,,,,,6,4,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,onathan Tah,Bayern Munich,true,standard,oF,21.4,2,,,0,0,27,22,1928,,,,,,,,1,7,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Konrad tsimer,Bayern Munich,true,standard,DF,21.7,3,,,0,0,28,21,1949,,,,,,,,9,8,0.14
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,ManuelNeuer,Bayern Munich,true,standard,GK,20,0,,,0,0,21,21,1800,,,,,,,,0,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,lDavot Upamecano,Bayern Munich,true,standard,OF,18.9,1,,,0,0,23,20,1704,,,,,,,,1,4,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,ldosip Stanisi̩,Bayern Munich,true,standard,DF,20.1,2,,,0,0,25,19,1812,,,,,,,,3,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Kim Min-jae,Bayern Munich,true,standard,oF,17.8,1,,,1,0,25,19,1602,,,,,,,,1,6,0.06
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Aleksandar Pavlovic,Bayern Munich,true,standard,MF,16.2,3,,,0,0,24,16,1462,,,,,,,,1,2,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,SerseGnabry,Bayern Munich,true,standard,MF,13.5,8,,,0,0,21,16,1219,,,,,,,,6,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Lennart Karl,Bayern Munich,true,standard,mr,0,5,,,,1,25,15,1.221136,,,,,,,,4,,37
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Tom Bischof,Bayern Munich,true,standard,prMF,13.5,2,,,0,0,25,13,1212,,,,,,,,3,2,15
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Nicolas Jackson,Bayern Munich,true,standard,FW,11.1,7,,,0,2,22,12,999,,,,,,,,1,1,63
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,sonas urbig,Bayern Munich,true,standard,ck,12,0,,,0,0,13,11,1080,,,,,,,,0,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Hiroki Ito,Bayern Munich,true,standard,NDF,10.2,1,,,0,0,16,10,920,,,,,,,,2,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Rapha̩l Guerreiro,Bayern Munich,true,standard,MF,8.5,5,,,0,0,17,8,763,,,,,,,,2,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Jamal Musiale,Bayern Munich,true,standard,MFFW,6.8,3,,,41,4,14,6,614,,,,,,,,4,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,lAlphonso Davies,Bayern Munich,true,standard,DF,5.8,1,,,0,0,13,6,525,,,,,,,,3,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Sacha Boey,Bayern Munich,true,standard,oF,5.1,0,,,0,0,9,5,463,,,,,,,,0,1,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Maycon Cardozo,Bayern Munich,true,standard,MF,0.4,0,,,0,6,2,0,34,,,,,,,,0,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Wistlom Mike,Bayern Munich,true,standard,Fw,33.4,0,,,,0,4,,3003,,,,,,,,0,,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,David Daiber,Bayern Munich,true,standard,Fw,31.1,0,,,,0,2,,2803,,,,,,,,0,,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,lEelive Chavez,Bayern Munich,true,standard,MF,0.2,0,,,0,0,2,0,14,,,,,,,,0,0,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132619.png,Deniz Ofl,Bayern Munich,true,standard,or,6.7,0,,,,0,1,,601,,,,,,,,0,,0
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132701.png,ManuelNeuer MMBLGER,Bayern Munich,true,goalkeeping,GK,20,,,,,,21,21,1800,19,95,49,31,633,7,333,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132701.png,Jonasurbig -RMBLGER,Bayern Munich,true,goalkeeping,GK,12,,,,,,13,11,1080,15,1.25,45,31,689,6,845,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132701.png,Sven Ulreich - MMBGER,Bayern Munich,true,goalkeeping,GK,1,,,,,,1,1,90,1,100,7,6,857,0,0,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,wis Diaz,Bayern Munich,true,shooting,MF,26.2,15,85,35,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,terry Kane,Bayern Munich,true,shooting,FUMF,25.4,33,114,64,10,11,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,LconGoreizke,Bayern Munich,true,shooting,MF,20.7,5,33,11,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,tichaet otise,Bayern Munich,true,shooting,MF,25.4,15,101,50,0,,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,oshue Kimmich,Bayern Munich,true,shooting,MF,24.3,2,27,10,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,onathan Tah,Bayern Munich,true,shooting,DF,21.4,2,8,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Konradtaimer,Bayern Munich,true,shooting,oF,21.7,3,17,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,menvelNever,Bayern Munich,true,shooting,GK,20,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Dayot Upamecano,Bayern Munich,true,shooting,OF,18.9,1,8,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,tosipstanisi̩,Bayern Munich,true,shooting,oF,20.1,2,7,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,im Min-jee,Bayern Munich,true,shooting,DF,17.8,1,5,3,0,,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,aleksandar Paviovic,Bayern Munich,true,shooting,MF,16.2,3,10,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Serge Gnabry,Bayern Munich,true,shooting,MF,13.5,8,50,17,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Lennart Kari,Bayern Munich,true,shooting,MF,13.6,5,40,21,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,tom Bischof,Bayern Munich,true,shooting,DFMF,13.5,2,29,8,0,,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Wicolas Jackson,Bayern Munich,true,shooting,FW,11.1,7,37,20,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,tonas urbig,Bayern Munich,true,shooting,ck,12,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,icokd to,Bayern Munich,true,shooting,DF,10.2,1,10,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Raphael Guerreiro,Bayern Munich,true,shooting,MF,8.5,5,11,5,0,,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,tomalmusiala,Bayern Munich,true,shooting,MFFW,6.8,3,28,9,1,1,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Alphonso Davies,Bayern Munich,true,shooting,DF,5.8,1,4,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Sacha Boey,Bayern Munich,true,shooting,pF,5.1,0,6,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,ara ndiave,Bayern Munich,true,shooting,wr,1.5,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,sven utreich,Bayern Munich,true,shooting,ck,1,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,meycon Cardozo,Bayern Munich,true,shooting,MF,0.4,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,wisdom Mike,Bayern Munich,true,shooting,Fw,0.3,0,2,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,avid Daiber,Bayern Munich,true,shooting,Fw,0.3,0,1,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,elive chavez,Bayern Munich,true,shooting,MF,0.2,0,1,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,Deniz oft,Bayern Munich,true,shooting,or,0.1,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,onahKusi-asare,Bayern Munich,true,shooting,FW,0.1,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,erbinOsmani,Bayern Munich,true,shooting,MF,0,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,Bundesliga,Screenshot 2026-05-14 132715.png,cassiano Kisle,Bayern Munich,true,shooting,OF,0,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Warren Zaire-Emery,Paris SG,true,standard,MERA,25.6,3,,,0,3,31,26,2300,,,,,,,,4,1,0.15
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,lia Zabarnyi,Paris SG,true,standard,Mca,25.5,1,,,0,0,27,25,2297,,,,,,,,0,6,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,vitinha,Paris SG,true,standard,Epon,22.8,1,,,0,0,28,23,2052,,,,,,,,7,2,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,wilian Pacho,Paris SG,true,standard,MBecu,21.3,0,,,0,0,23,21,1914,,,,,,,,0,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Senny Mayulu,Paris SG,true,standard,Bra,18.2,4,,,0,0,25,21,1639,,,,,,,,4,2,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Lucas Herndndez,Paris SG,true,standard,BBees,19.4,0,,,0,0,25,20,1747,,,,,,,,3,4,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Sradley Barcola,Paris SG,true,standard,Hera,18.7,10,,,0,2,28,20,1686,,,,,,,,1,0,53
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Lee Kang-in,Paris SG,true,standard,3KOR,16.5,3,,,0,0,26,18,1486,,,,,,,,4,3,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Lucas Beraldo,Paris SG,true,standard,Wilars,16.4,2,,,0,0,19,17,1477,,,,,,,,1,2,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Khvicha Kvaratskhelia,Paris SG,true,standard,-FRGEO,15.8,8,,,1,11,27,17,1422,,,,,,,,4,0,0.51
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,D̩sir̩ Dous,Paris SG,true,standard,BBexs,15,7,,,0,1,23,6,1348,,,,,,,,4,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Achraf Hakimi,Paris SG,true,standard,MMvsg,15.3,2,,,0,0,18,15,1375,,,,,,,,2,3,1
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Matvei Safonov,Paris SG,true,standard,mmRus,14,0,,,0,0,14,14,1260,,,,,,,,0,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Nuno Mendes,Paris SG,true,standard,Elror,14,4,,,1,1,20,13,1256,,,,,,,,5,1,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Fabi̩n Ruiz Pefia,Paris SG,true,standard,Hiese,11.6,1,,,0,0,19,12,1041,,,,,,,,3,2,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Ousmane Demb̩l̩,Paris SG,true,standard,Brera,11.5,10,,,2,3,21,10,1037,,,,,,,,7,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,marauinhos,Paris SG,true,standard,Blas,10.7,0,,,0,0,13,10,962,,,,,,,,0,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Quentin Ndjantou,Paris SG,true,standard,FRA,4,1,,,0,0,10,3,360,,,,,,,,1,1,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Renato Marin,Paris SG,true,standard,Eb,2,0,,,0,0,2,2,180,,,,,,,,0,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Pierre Mounquengue,Paris SG,true,standard,MFRA,0.2,0,,,0,0,1,0,16,,,,,,,,0,0,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Dimitri Lucea,Paris SG,true,standard,Ebr,0.2,0,,,,0,,1,15,,,,,,,,0,,0
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133049.png,Mathis Jangeal,Paris SG,true,standard,Bhkea,0,0,,,0,0,1,11,1,,,,,,,,0,0,0
